noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
barrel,fisher,flushed,HIGH-MID,physical,The fisher started to,The barrel started to,The fisher flushed and started to,The barrel fell and started to,The barrel flushed and started to,1,VERB
rope,barber,growled,HIGH,physical,The barber began to,The rope began to,The barber growled and began to,The rope fell and began to,The rope growled and began to,0,VERB
basket,operator,clapped,HIGH,physical,The operator began to,The basket began to,The operator clapped and began to,The basket fell and began to,The basket clapped and began to,0,VERB
kilt,nurse,objected,HIGH-MID,psychological,The nurse began to,The kilt began to,The nurse objected and began to,The kilt fell and began to,The kilt objected and began to,0,VERB
arrow,boy,obeyed,HIGH-MID,psychological,The boy started to,The arrow started to,The boy obeyed and started to,The arrow fell and started to,The arrow obeyed and started to,1,VERB
tank,sailor,begged,HIGH,psychological,The sailor began to,The tank began to,The sailor begged and began to,The tank fell and began to,The tank begged and began to,0,VERB
steak,supervisor,grieved,HIGH,psychological,The supervisor became very,The steak became very,The supervisor grieved and became very,The steak fell and became very,The steak grieved and became very,3,ADJ
steak,vice president,staggered,HIGH-MID,physical,The vice president started to,The steak started to,The vice president staggered and started to,The steak fell and started to,The steak staggered and started to,1,VERB
plane,father,flushed,HIGH-MID,physical,The father became very,The plane became very,The father flushed and became very,The plane fell and became very,The plane flushed and became very,3,ADJ
shawl,mediator,showered,HIGH-MID,physical,The mediator became very,The shawl became very,The mediator showered and became very,The shawl fell and became very,The shawl showered and became very,3,ADJ
rug,manager,gulped,HIGH,physical,The manager was very,The rug was very,The manager gulped and was very,The rug fell and was very,The rug gulped and was very,2,ADJ
hammer,manager,volunteered,HIGH,psychological,The manager was very,The hammer was very,The manager volunteered and was very,The hammer fell and was very,The hammer volunteered and was very,2,ADJ
bell,prime minister,wandered,HIGH-MID,physical,The prime minister began to,The bell began to,The prime minister wandered and began to,The bell fell and began to,The bell wandered and began to,0,VERB
cannon,baker,squinted,HIGH,physical,The baker was very,The cannon was very,The baker squinted and was very,The cannon fell and was very,The cannon squinted and was very,2,ADJ
propeller,administrator,grumbled,HIGH,physical,The administrator was very,The propeller was very,The administrator grumbled and was very,The propeller fell and was very,The propeller grumbled and was very,2,ADJ
oar,partner,forgot,HIGH,psychological,The partner became very,The oar became very,The partner forgot and became very,The oar fell and became very,The oar forgot and became very,3,ADJ
tub,president,meditated,HIGH,psychological,The president started to,The tub started to,The president meditated and started to,The tub fell and started to,The tub meditated and started to,1,VERB
bouquet,teacher,starved,HIGH,physical,The teacher was very,The bouquet was very,The teacher starved and was very,The bouquet fell and was very,The bouquet starved and was very,2,ADJ
dart,nephew,waved,HIGH,physical,The nephew began to,The dart began to,The nephew waved and began to,The dart fell and began to,The dart waved and began to,0,VERB
umbrella,translator,evacuated,HIGH-MID,psychological,The translator began to,The umbrella began to,The translator evacuated and began to,The umbrella fell and began to,The umbrella evacuated and began to,0,VERB
candle,person,snorted,HIGH,physical,The person became very,The candle became very,The person snorted and became very,The candle fell and became very,The candle snorted and became very,3,ADJ
battery,legislators,packed,HIGH-MID,physical,The legislators became very,The battery became very,The legislators packed and became very,The battery fell and became very,The battery packed and became very,3,ADJ
vest,barber,moaned,HIGH,psychological,The barber became very,The vest became very,The barber moaned and became very,The vest fell and became very,The vest moaned and became very,3,ADJ
saddle,secretary,died,HIGH,physical,The secretary became very,The saddle became very,The secretary died and became very,The saddle fell and became very,The saddle died and became very,3,ADJ
propeller,programmer,remembered,HIGH,psychological,The programmer was very,The propeller was very,The programmer remembered and was very,The propeller fell and was very,The propeller remembered and was very,2,ADJ
thorn,grandfather,chanted,HIGH,psychological,The grandfather began to,The thorn began to,The grandfather chanted and began to,The thorn fell and began to,The thorn chanted and began to,0,VERB
typewriter,uncle,gestured,HIGH,physical,The uncle started to,The typewriter started to,The uncle gestured and started to,The typewriter fell and started to,The typewriter gestured and started to,1,VERB
painting,lawyer,hissed,HIGH-MID,physical,The lawyer became very,The painting became very,The lawyer hissed and became very,The painting fell and became very,The painting hissed and became very,3,ADJ
thorn,lawyer,fainted,HIGH,physical,The lawyer became very,The thorn became very,The lawyer fainted and became very,The thorn fell and became very,The thorn fainted and became very,3,ADJ
bagpipe,sheriff,growled,HIGH,physical,The sheriff began to,The bagpipe began to,The sheriff growled and began to,The bagpipe fell and began to,The bagpipe growled and began to,0,VERB
boot,tutor,stammered,HIGH,physical,The tutor began to,The boot began to,The tutor stammered and began to,The boot fell and began to,The boot stammered and began to,0,VERB
clock,vice president,sobbed,HIGH,physical,The vice president started to,The clock started to,The vice president sobbed and started to,The clock fell and started to,The clock sobbed and started to,1,VERB
saxophone,person,starved,HIGH,physical,The person became very,The saxophone became very,The person starved and became very,The saxophone fell and became very,The saxophone starved and became very,3,ADJ
rock,fisher,panicked,HIGH,psychological,The fisher started to,The rock started to,The fisher panicked and started to,The rock fell and started to,The rock panicked and started to,1,VERB
engine,writer,fainted,HIGH,physical,The writer became very,The engine became very,The writer fainted and became very,The engine fell and became very,The engine fainted and became very,3,ADJ
nightgown,driver,commented,HIGH-MID,psychological,The driver began to,The nightgown began to,The driver commented and began to,The nightgown fell and began to,The nightgown commented and began to,0,VERB
television,person,omitted,HIGH,physical,The person was very,The television was very,The person omitted and was very,The television fell and was very,The television omitted and was very,2,ADJ
flask,editor,groaned,HIGH,psychological,The editor was very,The flask was very,The editor groaned and was very,The flask fell and was very,The flask groaned and was very,2,ADJ
universe,pastor,lamented,HIGH,psychological,The pastor began to,The universe began to,The pastor lamented and began to,The universe fell and began to,The universe lamented and began to,0,VERB
horn,person,smiled,HIGH,physical,The person was very,The horn was very,The person smiled and was very,The horn fell and was very,The horn smiled and was very,2,ADJ
string,coach,breathed,HIGH,physical,The coach started to,The string started to,The coach breathed and started to,The string fell and started to,The string breathed and started to,1,VERB
cape,legislators,registered,MID,psychological,The legislators began to,The cape began to,The legislators registered and began to,The cape fell and began to,The cape registered and began to,0,VERB
vase,husband,read,HIGH,psychological,The husband became very,The vase became very,The husband read and became very,The vase fell and became very,The vase read and became very,3,ADJ
street,carpenter,thought,HIGH,psychological,The carpenter began to,The street began to,The carpenter thought and began to,The street fell and began to,The street thought and began to,0,VERB
lantern,prime minister,complained,HIGH,psychological,The prime minister started to,The lantern started to,The prime minister complained and started to,The lantern fell and started to,The lantern complained and started to,1,VERB
truck,minister,noticed,HIGH,psychological,The minister started to,The truck started to,The minister noticed and started to,The truck fell and started to,The truck noticed and started to,1,VERB
bread,sailor,snored,HIGH,physical,The sailor was very,The bread was very,The sailor snored and was very,The bread fell and was very,The bread snored and was very,2,ADJ
thorn,girl,retired,HIGH,psychological,The girl was very,The thorn was very,The girl retired and was very,The thorn fell and was very,The thorn retired and was very,2,ADJ
shirt,priest,blinked,HIGH,physical,The priest was very,The shirt was very,The priest blinked and was very,The shirt fell and was very,The shirt blinked and was very,2,ADJ
tweezers,programmer,grinned,HIGH,physical,The programmer started to,The tweezers started to,The programmer grinned and started to,The tweezers fell and started to,The tweezers grinned and started to,1,VERB
rug,carpenter,paid,HIGH-MID,psychological,The carpenter started to,The rug started to,The carpenter paid and started to,The rug fell and started to,The rug paid and started to,1,VERB
hose,president,cheated,HIGH,psychological,The president became very,The hose became very,The president cheated and became very,The hose fell and became very,The hose cheated and became very,3,ADJ
vehicle,lawyer,chuckled,HIGH,physical,The lawyer became very,The vehicle became very,The lawyer chuckled and became very,The vehicle fell and became very,The vehicle chuckled and became very,3,ADJ
antenna,physician,staggered,HIGH-MID,physical,The physician was very,The antenna was very,The physician staggered and was very,The antenna fell and was very,The antenna staggered and was very,2,ADJ
boat,person,crawled,HIGH-MID,physical,The person was very,The boat was very,The person crawled and was very,The boat fell and was very,The boat crawled and was very,2,ADJ
napkin,architect,chuckled,HIGH,physical,The architect began to,The napkin began to,The architect chuckled and began to,The napkin fell and began to,The napkin chuckled and began to,0,VERB
oar,coach,shivered,HIGH,physical,The coach was very,The oar was very,The coach shivered and was very,The oar fell and was very,The oar shivered and was very,2,ADJ
ornament,counsel,visited,HIGH,psychological,The counsel became very,The ornament became very,The counsel visited and became very,The ornament fell and became very,The ornament visited and became very,3,ADJ
branch,consultant,suspected,HIGH,psychological,The consultant became very,The branch became very,The consultant suspected and became very,The branch fell and became very,The branch suspected and became very,3,ADJ
refrigerator,manufacturer,stared,HIGH,physical,The manufacturer became very,The refrigerator became very,The manufacturer stared and became very,The refrigerator fell and became very,The refrigerator stared and became very,3,ADJ
chair,woman,bled,MID,physical,The woman became very,The chair became very,The woman bled and became very,The chair fell and became very,The chair bled and became very,3,ADJ
medallion,chef,gasped,HIGH,physical,The chef began to,The medallion began to,The chef gasped and began to,The medallion fell and began to,The medallion gasped and began to,0,VERB
sword,pastor,shrieked,HIGH-MID,physical,The pastor began to,The sword began to,The pastor shrieked and began to,The sword fell and began to,The sword shrieked and began to,0,VERB
refrigerator,pastor,crouched,HIGH,physical,The pastor was very,The refrigerator was very,The pastor crouched and was very,The refrigerator fell and was very,The refrigerator crouched and was very,2,ADJ
vase,consultant,mumbled,HIGH,physical,The consultant began to,The vase began to,The consultant mumbled and began to,The vase fell and began to,The vase mumbled and began to,0,VERB
refrigerator,inspector,misunderstood,HIGH,psychological,The inspector was very,The refrigerator was very,The inspector misunderstood and was very,The refrigerator fell and was very,The refrigerator misunderstood and was very,2,ADJ
wire,partner,chuckled,HIGH,physical,The partner became very,The wire became very,The partner chuckled and became very,The wire fell and became very,The wire chuckled and became very,3,ADJ
note,grandson,sang,HIGH-MID,physical,The grandson started to,The note started to,The grandson sang and started to,The note fell and started to,The note sang and started to,1,VERB
fiddle,uncle,pursued,HIGH-MID,psychological,The uncle started to,The fiddle started to,The uncle pursued and started to,The fiddle fell and started to,The fiddle pursued and started to,1,VERB
newspaper,author,snorted,HIGH,physical,The author started to,The newspaper started to,The author snorted and started to,The newspaper fell and started to,The newspaper snorted and started to,1,VERB
vehicle,representative,rambled,HIGH-MID,physical,The representative was very,The vehicle was very,The representative rambled and was very,The vehicle fell and was very,The vehicle rambled and was very,2,ADJ
bin,producer,taught,HIGH-MID,psychological,The producer started to,The bin started to,The producer taught and started to,The bin fell and started to,The bin taught and started to,1,VERB
bagpipe,baker,listened,HIGH,physical,The baker became very,The bagpipe became very,The baker listened and became very,The bagpipe fell and became very,The bagpipe listened and became very,3,ADJ
wig,girl,confessed,HIGH,psychological,The girl began to,The wig began to,The girl confessed and began to,The wig fell and began to,The wig confessed and began to,0,VERB
pearl,editor,cursed,HIGH,psychological,The editor started to,The pearl started to,The editor cursed and started to,The pearl fell and started to,The pearl cursed and started to,1,VERB
candle,editor,sang,HIGH-MID,physical,The editor was very,The candle was very,The editor sang and was very,The candle fell and was very,The candle sang and was very,2,ADJ
coin,uncle,stole,HIGH-MID,psychological,The uncle was very,The coin was very,The uncle stole and was very,The coin fell and was very,The coin stole and was very,2,ADJ
ribbon,driver,gestured,HIGH,physical,The driver became very,The ribbon became very,The driver gestured and became very,The ribbon fell and became very,The ribbon gestured and became very,3,ADJ
stairs,barber,rushed,HIGH-MID,psychological,The barber started to,The stairs started to,The barber rushed and started to,The stairs fell and started to,The stairs rushed and started to,1,VERB
stand,grandfather,hissed,HIGH-MID,physical,The grandfather began to,The stand began to,The grandfather hissed and began to,The stand fell and began to,The stand hissed and began to,0,VERB
figure,physician,ate,HIGH,physical,The physician began to,The figure began to,The physician ate and began to,The figure fell and began to,The figure ate and began to,0,VERB
letter,assistant,sobbed,HIGH,physical,The assistant became very,The letter became very,The assistant sobbed and became very,The letter fell and became very,The letter sobbed and became very,3,ADJ
leaf,assistant,grunted,HIGH,physical,The assistant was very,The leaf was very,The assistant grunted and was very,The leaf fell and was very,The leaf grunted and was very,2,ADJ
gun,associate,paced,HIGH,physical,The associate was very,The gun was very,The associate paced and was very,The gun fell and was very,The gun paced and was very,2,ADJ
road,person,shaved,HIGH,physical,The person was very,The road was very,The person shaved and was very,The road fell and was very,The road shaved and was very,2,ADJ
oar,student,knew,HIGH,psychological,The student was very,The oar was very,The student knew and was very,The oar fell and was very,The oar knew and was very,2,ADJ
bra,manager,voted,MID,psychological,The manager began to,The bra began to,The manager voted and began to,The bra fell and began to,The bra voted and began to,0,VERB
refrigerator,grandmother,revelled,HIGH,psychological,The grandmother started to,The refrigerator started to,The grandmother revelled and started to,The refrigerator fell and started to,The refrigerator revelled and started to,1,VERB
candle,reporter,moaned,HIGH,psychological,The reporter was very,The candle was very,The reporter moaned and was very,The candle fell and was very,The candle moaned and was very,2,ADJ
clock,legislators,registered,MID,psychological,The legislators began to,The clock began to,The legislators registered and began to,The clock fell and began to,The clock registered and began to,0,VERB
aircraft,grandfather,squinted,HIGH,physical,The grandfather began to,The aircraft began to,The grandfather squinted and began to,The aircraft fell and began to,The aircraft squinted and began to,0,VERB
scroll,teenager,enlisted,HIGH-MID,psychological,The teenager started to,The scroll started to,The teenager enlisted and started to,The scroll fell and started to,The scroll enlisted and started to,1,VERB
scissors,trainer,shuddered,HIGH-MID,physical,The trainer was very,The scissors was very,The trainer shuddered and was very,The scissors fell and was very,The scissors shuddered and was very,2,ADJ
skull,designer,remembered,HIGH,psychological,The designer started to,The skull started to,The designer remembered and started to,The skull fell and started to,The skull remembered and started to,1,VERB
purse,mother,squatted,HIGH,physical,The mother began to,The purse began to,The mother squatted and began to,The purse fell and began to,The purse squatted and began to,0,VERB
box,fisher,bowed,HIGH-MID,physical,The fisher was very,The box was very,The fisher bowed and was very,The box fell and was very,The box bowed and was very,2,ADJ
cape,baker,starved,HIGH,physical,The baker began to,The cape began to,The baker starved and began to,The cape fell and began to,The cape starved and began to,0,VERB
ferry,analyst,noticed,HIGH,psychological,The analyst began to,The ferry began to,The analyst noticed and began to,The ferry fell and began to,The ferry noticed and began to,0,VERB
stove,operator,applauded,HIGH-MID,psychological,The operator was very,The stove was very,The operator applauded and was very,The stove fell and was very,The stove applauded and was very,2,ADJ
shirt,supervisor,jogged,HIGH-MID,physical,The supervisor started to,The shirt started to,The supervisor jogged and started to,The shirt fell and started to,The shirt jogged and started to,1,VERB
dagger,programmer,studied,HIGH-MID,psychological,The programmer became very,The dagger became very,The programmer studied and became very,The dagger fell and became very,The dagger studied and became very,3,ADJ
coin,founder,answered,HIGH,psychological,The founder started to,The coin started to,The founder answered and started to,The coin fell and started to,The coin answered and started to,1,VERB
jacket,woman,hissed,HIGH-MID,physical,The woman became very,The jacket became very,The woman hissed and became very,The jacket fell and became very,The jacket hissed and became very,3,ADJ
firewood,mediator,drawled,HIGH,physical,The mediator started to,The firewood started to,The mediator drawled and started to,The firewood fell and started to,The firewood drawled and started to,1,VERB
bed,wife,retired,HIGH,psychological,The wife was very,The bed was very,The wife retired and was very,The bed fell and was very,The bed retired and was very,2,ADJ
letter,therapist,smiled,HIGH,physical,The therapist began to,The letter began to,The therapist smiled and began to,The letter fell and began to,The letter smiled and began to,0,VERB
ball,minister,snored,HIGH,physical,The minister became very,The ball became very,The minister snored and became very,The ball fell and became very,The ball snored and became very,3,ADJ
cannon,programmer,sneered,HIGH,psychological,The programmer started to,The cannon started to,The programmer sneered and started to,The cannon fell and started to,The cannon sneered and started to,1,VERB
banner,writer,grieved,HIGH,psychological,The writer began to,The banner began to,The writer grieved and began to,The banner fell and began to,The banner grieved and began to,0,VERB
train,grandfather,practised,HIGH-MID,psychological,The grandfather started to,The train started to,The grandfather practised and started to,The train fell and started to,The train practised and started to,1,VERB
tripod,painter,howled,MID,physical,The painter became very,The tripod became very,The painter howled and became very,The tripod fell and became very,The tripod howled and became very,3,ADJ
bomb,operator,struggled,HIGH-MID,psychological,The operator was very,The bomb was very,The operator struggled and was very,The bomb fell and was very,The bomb struggled and was very,2,ADJ
radio,cousin,slept,HIGH,physical,The cousin began to,The radio began to,The cousin slept and began to,The radio fell and began to,The radio slept and began to,0,VERB
nail,child,swam,MID,physical,The child was very,The nail was very,The child swam and was very,The nail fell and was very,The nail swam and was very,2,ADJ
shield,nurse,muttered,HIGH,physical,The nurse began to,The shield began to,The nurse muttered and began to,The shield fell and began to,The shield muttered and began to,0,VERB
flask,carpenter,walked,HIGH,physical,The carpenter was very,The flask was very,The carpenter walked and was very,The flask fell and was very,The flask walked and was very,2,ADJ
ornament,manufacturer,evacuated,HIGH-MID,psychological,The manufacturer was very,The ornament was very,The manufacturer evacuated and was very,The ornament fell and was very,The ornament evacuated and was very,2,ADJ
scissors,inspector,painted,HIGH-MID,physical,The inspector became very,The scissors became very,The inspector painted and became very,The scissors fell and became very,The scissors painted and became very,3,ADJ
mine,collector,barked,MID,physical,The collector became very,The mine became very,The collector barked and became very,The mine fell and became very,The mine barked and became very,3,ADJ
mallet,representative,rambled,HIGH-MID,physical,The representative became very,The mallet became very,The representative rambled and became very,The mallet fell and became very,The mallet rambled and became very,3,ADJ
saxophone,man,interrupted,HIGH-MID,psychological,The man began to,The saxophone began to,The man interrupted and began to,The saxophone fell and began to,The saxophone interrupted and began to,0,VERB
quilt,grandson,fiddled,HIGH,physical,The grandson started to,The quilt started to,The grandson fiddled and started to,The quilt fell and started to,The quilt fiddled and started to,1,VERB
nickel,vice president,complained,HIGH,psychological,The vice president began to,The nickel began to,The vice president complained and began to,The nickel fell and began to,The nickel complained and began to,0,VERB
key,representative,watched,HIGH,physical,The representative began to,The key began to,The representative watched and began to,The key fell and began to,The key watched and began to,0,VERB
tray,agent,remembered,HIGH,psychological,The agent began to,The tray began to,The agent remembered and began to,The tray fell and began to,The tray remembered and began to,0,VERB
missile,host,hesitated,HIGH,psychological,The host was very,The missile was very,The host hesitated and was very,The missile fell and was very,The missile hesitated and was very,2,ADJ
automobile,therapist,scowled,HIGH,psychological,The therapist started to,The automobile started to,The therapist scowled and started to,The automobile fell and started to,The automobile scowled and started to,1,VERB
uniform,coach,staggered,HIGH-MID,physical,The coach was very,The uniform was very,The coach staggered and was very,The uniform fell and was very,The uniform staggered and was very,2,ADJ
root,attorney,dined,HIGH,physical,The attorney was very,The root was very,The attorney dined and was very,The root fell and was very,The root dined and was very,2,ADJ
dime,director,wailed,HIGH,physical,The director started to,The dime started to,The director wailed and started to,The dime fell and started to,The dime wailed and started to,1,VERB
corpse,mathematician,begged,HIGH,psychological,The mathematician began to,The corpse began to,The mathematician begged and began to,The corpse fell and began to,The corpse begged and began to,0,VERB
moccasin,painter,yelled,HIGH,physical,The painter started to,The moccasin started to,The painter yelled and started to,The moccasin fell and started to,The moccasin yelled and started to,1,VERB
pistol,carpenter,noticed,HIGH,psychological,The carpenter became very,The pistol became very,The carpenter noticed and became very,The pistol fell and became very,The pistol noticed and became very,3,ADJ
oven,minister,shivered,HIGH,physical,The minister became very,The oven became very,The minister shivered and became very,The oven fell and became very,The oven shivered and became very,3,ADJ
screen,pastor,fainted,HIGH,physical,The pastor started to,The screen started to,The pastor fainted and started to,The screen fell and started to,The screen fainted and started to,1,VERB
ship,buyer,sang,HIGH-MID,physical,The buyer became very,The ship became very,The buyer sang and became very,The ship fell and became very,The ship sang and became very,3,ADJ
accordion,collector,hesitated,HIGH,psychological,The collector was very,The accordion was very,The collector hesitated and was very,The accordion fell and was very,The accordion hesitated and was very,2,ADJ
clarinet,nephew,guessed,HIGH,psychological,The nephew was very,The clarinet was very,The nephew guessed and was very,The clarinet fell and was very,The clarinet guessed and was very,2,ADJ
tire,barber,glared,HIGH,physical,The barber began to,The tire began to,The barber glared and began to,The tire fell and began to,The tire glared and began to,0,VERB
vest,scientist,knelt,HIGH,physical,The scientist started to,The vest started to,The scientist knelt and started to,The vest fell and started to,The vest knelt and started to,1,VERB
pie,vice president,answered,HIGH,psychological,The vice president became very,The pie became very,The vice president answered and became very,The pie fell and became very,The pie answered and became very,3,ADJ
record,counsel,disagreed,HIGH-MID,psychological,The counsel was very,The record was very,The counsel disagreed and was very,The record fell and was very,The record disagreed and was very,2,ADJ
overcoat,prime minister,snorted,HIGH,physical,The prime minister began to,The overcoat began to,The prime minister snorted and began to,The overcoat fell and began to,The overcoat snorted and began to,0,VERB
tie,boy,slept,HIGH,physical,The boy became very,The tie became very,The boy slept and became very,The tie fell and became very,The tie slept and became very,3,ADJ
seed,painter,whispered,HIGH,physical,The painter was very,The seed was very,The painter whispered and was very,The seed fell and was very,The seed whispered and was very,2,ADJ
ferry,father,stammered,HIGH,physical,The father was very,The ferry was very,The father stammered and was very,The ferry fell and was very,The ferry stammered and was very,2,ADJ
glass,partner,barked,MID,physical,The partner started to,The glass started to,The partner barked and started to,The glass fell and started to,The glass barked and started to,1,VERB
thread,administrator,blushed,HIGH,physical,The administrator started to,The thread started to,The administrator blushed and started to,The thread fell and started to,The thread blushed and started to,1,VERB
dictionary,vice president,howled,MID,physical,The vice president was very,The dictionary was very,The vice president howled and was very,The dictionary fell and was very,The dictionary howled and was very,2,ADJ
mine,chancellor,argued,HIGH-MID,psychological,The chancellor was very,The mine was very,The chancellor argued and was very,The mine fell and was very,The mine argued and was very,2,ADJ
propeller,representative,enquired,HIGH,psychological,The representative started to,The propeller started to,The representative enquired and started to,The propeller fell and started to,The propeller enquired and started to,1,VERB
root,manager,grumbled,HIGH,physical,The manager became very,The root became very,The manager grumbled and became very,The root fell and became very,The root grumbled and became very,3,ADJ
table,physician,conceded,HIGH-MID,psychological,The physician started to,The table started to,The physician conceded and started to,The table fell and started to,The table conceded and started to,1,VERB
sword,vice president,bathed,HIGH-MID,physical,The vice president began to,The sword began to,The vice president bathed and began to,The sword fell and began to,The sword bathed and began to,0,VERB
bag,judge,rushed,HIGH-MID,psychological,The judge was very,The bag was very,The judge rushed and was very,The bag fell and was very,The bag rushed and was very,2,ADJ
instrument,pastor,practised,HIGH-MID,psychological,The pastor began to,The instrument began to,The pastor practised and began to,The instrument fell and began to,The instrument practised and began to,0,VERB
stone,dean,clapped,HIGH,physical,The dean began to,The stone began to,The dean clapped and began to,The stone fell and began to,The stone clapped and began to,0,VERB
collage,aunt,wailed,HIGH,physical,The aunt was very,The collage was very,The aunt wailed and was very,The collage fell and was very,The collage wailed and was very,2,ADJ
vehicle,apprentice,trained,HIGH-MID,psychological,The apprentice began to,The vehicle began to,The apprentice trained and began to,The vehicle fell and began to,The vehicle trained and began to,0,VERB
quilt,partner,objected,HIGH-MID,psychological,The partner began to,The quilt began to,The partner objected and began to,The quilt fell and began to,The quilt objected and began to,0,VERB
dart,child,waved,HIGH,physical,The child was very,The dart was very,The child waved and was very,The dart fell and was very,The dart waved and was very,2,ADJ
cup,child,read,HIGH,psychological,The child started to,The cup started to,The child read and started to,The cup fell and started to,The cup read and started to,1,VERB
helmet,representative,spit,HIGH,physical,The representative began to,The helmet began to,The representative spit and began to,The helmet fell and began to,The helmet spit and began to,0,VERB
figure,grandchild,struggled,HIGH-MID,psychological,The grandchild became very,The figure became very,The grandchild struggled and became very,The figure fell and became very,The figure struggled and became very,3,ADJ
bin,chemist,confessed,HIGH,psychological,The chemist started to,The bin started to,The chemist confessed and started to,The bin fell and started to,The bin confessed and started to,1,VERB
flower,chef,thought,HIGH,psychological,The chef became very,The flower became very,The chef thought and became very,The flower fell and became very,The flower thought and became very,3,ADJ
moccasin,attorney,pondered,HIGH,psychological,The attorney was very,The moccasin was very,The attorney pondered and was very,The moccasin fell and was very,The moccasin pondered and was very,2,ADJ
tape,engineer,studied,HIGH-MID,psychological,The engineer began to,The tape began to,The engineer studied and began to,The tape fell and began to,The tape studied and began to,0,VERB
watch,granddaughter,shrugged,HIGH,physical,The granddaughter became very,The watch became very,The granddaughter shrugged and became very,The watch fell and became very,The watch shrugged and became very,3,ADJ
tractor,associate,wailed,HIGH,physical,The associate started to,The tractor started to,The associate wailed and started to,The tractor fell and started to,The tractor wailed and started to,1,VERB
machine,detective,dined,HIGH,physical,The detective started to,The machine started to,The detective dined and started to,The machine fell and started to,The machine dined and started to,1,VERB
engine,priest,sighed,HIGH,physical,The priest started to,The engine started to,The priest sighed and started to,The engine fell and started to,The engine sighed and started to,1,VERB
picture,student,bowed,HIGH-MID,physical,The student began to,The picture began to,The student bowed and began to,The picture fell and began to,The picture bowed and began to,0,VERB
mirror,designer,sat,HIGH,physical,The designer was very,The mirror was very,The designer sat and was very,The mirror fell and was very,The mirror sat and was very,2,ADJ
vehicle,wife,ate,HIGH,physical,The wife became very,The vehicle became very,The wife ate and became very,The vehicle fell and became very,The vehicle ate and became very,3,ADJ
collage,designer,trained,HIGH-MID,psychological,The designer began to,The collage began to,The designer trained and began to,The collage fell and began to,The collage trained and began to,0,VERB
sculpture,minister,fought,HIGH-MID,psychological,The minister began to,The sculpture began to,The minister fought and began to,The sculpture fell and began to,The sculpture fought and began to,0,VERB
horn,representative,panicked,HIGH,psychological,The representative started to,The horn started to,The representative panicked and started to,The horn fell and started to,The horn panicked and started to,1,VERB
furniture,baker,leaned,HIGH,physical,The baker started to,The furniture started to,The baker leaned and started to,The furniture fell and started to,The furniture leaned and started to,1,VERB
ferry,architect,understood,HIGH,psychological,The architect was very,The ferry was very,The architect understood and was very,The ferry fell and was very,The ferry understood and was very,2,ADJ
battery,comedian,trained,HIGH-MID,psychological,The comedian was very,The battery was very,The comedian trained and was very,The battery fell and was very,The battery trained and was very,2,ADJ
dress,architect,interrupted,HIGH-MID,psychological,The architect started to,The dress started to,The architect interrupted and started to,The dress fell and started to,The dress interrupted and started to,1,VERB
trombone,painter,trained,HIGH-MID,psychological,The painter started to,The trombone started to,The painter trained and started to,The trombone fell and started to,The trombone trained and started to,1,VERB
knife,scout,enlisted,HIGH-MID,psychological,The scout began to,The knife began to,The scout enlisted and began to,The knife fell and began to,The knife enlisted and began to,0,VERB
van,operator,showered,HIGH-MID,physical,The operator started to,The van started to,The operator showered and started to,The van fell and started to,The van showered and started to,1,VERB
blouse,clerk,winked,HIGH-MID,physical,The clerk was very,The blouse was very,The clerk winked and was very,The blouse fell and was very,The blouse winked and was very,2,ADJ
desk,operator,snarled,HIGH,psychological,The operator was very,The desk was very,The operator snarled and was very,The desk fell and was very,The desk snarled and was very,2,ADJ
bouquet,chemist,answered,HIGH,psychological,The chemist began to,The bouquet began to,The chemist answered and began to,The bouquet fell and began to,The bouquet answered and began to,0,VERB
pool,owner,shrugged,HIGH,physical,The owner became very,The pool became very,The owner shrugged and became very,The pool fell and became very,The pool shrugged and became very,3,ADJ
boot,psychologist,stammered,HIGH,physical,The psychologist started to,The boot started to,The psychologist stammered and started to,The boot fell and started to,The boot stammered and started to,1,VERB
nail,clerk,knew,HIGH,psychological,The clerk became very,The nail became very,The clerk knew and became very,The nail fell and became very,The nail knew and became very,3,ADJ
key,pilot,moaned,HIGH,psychological,The pilot became very,The key became very,The pilot moaned and became very,The key fell and became very,The key moaned and became very,3,ADJ
box,wife,wandered,HIGH-MID,physical,The wife began to,The box began to,The wife wandered and began to,The box fell and began to,The box wandered and began to,0,VERB
casket,barber,dined,HIGH,physical,The barber was very,The casket was very,The barber dined and was very,The casket fell and was very,The casket dined and was very,2,ADJ
battery,secretary,bellowed,HIGH,physical,The secretary started to,The battery started to,The secretary bellowed and started to,The battery fell and started to,The battery bellowed and started to,1,VERB
pencil,pastor,chuckled,HIGH,physical,The pastor became very,The pencil became very,The pastor chuckled and became very,The pencil fell and became very,The pencil chuckled and became very,3,ADJ
bagpipe,barber,jogged,HIGH-MID,physical,The barber began to,The bagpipe began to,The barber jogged and began to,The bagpipe fell and began to,The bagpipe jogged and began to,0,VERB
hammer,coach,gazed,HIGH,physical,The coach began to,The hammer began to,The coach gazed and began to,The hammer fell and began to,The hammer gazed and began to,0,VERB
desk,manager,showered,HIGH-MID,physical,The manager started to,The desk started to,The manager showered and started to,The desk fell and started to,The desk showered and started to,1,VERB
tub,priest,cried,HIGH,psychological,The priest started to,The tub started to,The priest cried and started to,The tub fell and started to,The tub cried and started to,1,VERB
