noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
pencil,girl,leaned,HIGH,physical,The girl became very,The pencil became very,"After it leaned, the girl became very","After it fell, the pencil became very","After it leaned, the pencil became very",3,ADJ
pencil,girl,fought,HIGH-MID,psychological,The girl started to,The pencil started to,"After it fought, the girl started to","After it fell, the pencil started to","After it fought, the pencil started to",1,VERB
bow,girl,swam,MID,physical,The girl was very,The bow was very,"After it swam, the girl was very","After it fell, the bow was very","After it swam, the bow was very",2,ADJ
candle,girl,objected,HIGH-MID,psychological,The girl became very,The candle became very,"After it objected, the girl became very","After it fell, the candle became very","After it objected, the candle became very",3,ADJ
missile,person,stammered,HIGH,physical,The person began to,The missile began to,"After it stammered, the person began to","After it fell, the missile began to","After it stammered, the missile began to",0,VERB
horn,girl,screamed,HIGH-MID,physical,The girl started to,The horn started to,"After it screamed, the girl started to","After it fell, the horn started to","After it screamed, the horn started to",1,VERB
car,woman,fled,HIGH-MID,physical,The woman was very,The car was very,"After it fled, the woman was very","After it fell, the car was very","After it fled, the car was very",2,ADJ
well,child,sighed,HIGH,physical,The child was very,The well was very,"After it sighed, the child was very","After it fell, the well was very","After it sighed, the well was very",2,ADJ
helmet,person,volunteered,HIGH,psychological,The person became very,The helmet became very,"After it volunteered, the person became very","After it fell, the helmet became very","After it volunteered, the helmet became very",3,ADJ
bra,man,painted,HIGH-MID,physical,The man became very,The bra became very,"After it painted, the man became very","After it fell, the bra became very","After it painted, the bra became very",3,ADJ
cake,girl,flushed,HIGH-MID,physical,The girl began to,The cake began to,"After it flushed, the girl began to","After it fell, the cake began to","After it flushed, the cake began to",0,VERB
stairs,man,spit,HIGH,physical,The man was very,The stairs was very,"After it spit, the man was very","After it fell, the stairs was very","After it spit, the stairs was very",2,ADJ
trombone,woman,clapped,HIGH,physical,The woman was very,The trombone was very,"After it clapped, the woman was very","After it fell, the trombone was very","After it clapped, the trombone was very",2,ADJ
pie,boy,flinched,HIGH,physical,The boy became very,The pie became very,"After it flinched, the boy became very","After it fell, the pie became very","After it flinched, the pie became very",3,ADJ
purse,man,glared,HIGH,physical,The man began to,The purse began to,"After it glared, the man began to","After it fell, the purse began to","After it glared, the purse began to",0,VERB
medallion,girl,recovered,HIGH-MID,physical,The girl was very,The medallion was very,"After it recovered, the girl was very","After it fell, the medallion was very","After it recovered, the medallion was very",2,ADJ
rock,woman,screamed,HIGH-MID,physical,The woman was very,The rock was very,"After it screamed, the woman was very","After it fell, the rock was very","After it screamed, the rock was very",2,ADJ
nickel,child,rambled,HIGH-MID,physical,The child began to,The nickel began to,"After it rambled, the child began to","After it fell, the nickel began to","After it rambled, the nickel began to",0,VERB
sword,person,fought,HIGH-MID,psychological,The person was very,The sword was very,"After it fought, the person was very","After it fell, the sword was very","After it fought, the sword was very",2,ADJ
tray,woman,knew,HIGH,psychological,The woman became very,The tray became very,"After it knew, the woman became very","After it fell, the tray became very","After it knew, the tray became very",3,ADJ
bomb,boy,grunted,HIGH,physical,The boy began to,The bomb began to,"After it grunted, the boy began to","After it fell, the bomb began to","After it grunted, the bomb began to",0,VERB
tablespoon,person,yawned,HIGH,physical,The person became very,The tablespoon became very,"After it yawned, the person became very","After it fell, the tablespoon became very","After it yawned, the tablespoon became very",3,ADJ
saddle,child,fumbled,HIGH,physical,The child was very,The saddle was very,"After it fumbled, the child was very","After it fell, the saddle was very","After it fumbled, the saddle was very",2,ADJ
corpse,boy,crawled,HIGH-MID,physical,The boy started to,The corpse started to,"After it crawled, the boy started to","After it fell, the corpse started to","After it crawled, the corpse started to",1,VERB
sword,boy,yawned,HIGH,physical,The boy began to,The sword began to,"After it yawned, the boy began to","After it fell, the sword began to","After it yawned, the sword began to",0,VERB
bucket,woman,struggled,HIGH-MID,psychological,The woman became very,The bucket became very,"After it struggled, the woman became very","After it fell, the bucket became very","After it struggled, the bucket became very",3,ADJ
door,woman,dreamed,HIGH,psychological,The woman began to,The door began to,"After it dreamed, the woman began to","After it fell, the door began to","After it dreamed, the door began to",0,VERB
hammer,woman,pounced,HIGH-MID,physical,The woman started to,The hammer started to,"After it pounced, the woman started to","After it fell, the hammer started to","After it pounced, the hammer started to",1,VERB
shirt,girl,clapped,HIGH,physical,The girl was very,The shirt was very,"After it clapped, the girl was very","After it fell, the shirt was very","After it clapped, the shirt was very",2,ADJ
missile,man,shrugged,HIGH,physical,The man became very,The missile became very,"After it shrugged, the man became very","After it fell, the missile became very","After it shrugged, the missile became very",3,ADJ
medallion,woman,nodded,HIGH,physical,The woman started to,The medallion started to,"After it nodded, the woman started to","After it fell, the medallion started to","After it nodded, the medallion started to",1,VERB
bin,boy,knelt,HIGH,physical,The boy became very,The bin became very,"After it knelt, the boy became very","After it fell, the bin became very","After it knelt, the bin became very",3,ADJ
road,man,stammered,HIGH,physical,The man began to,The road began to,"After it stammered, the man began to","After it fell, the road began to","After it stammered, the road began to",0,VERB
bin,woman,learnt,HIGH,psychological,The woman started to,The bin started to,"After it learnt, the woman started to","After it fell, the bin started to","After it learnt, the bin started to",1,VERB
hairpin,girl,sniffed,HIGH,physical,The girl started to,The hairpin started to,"After it sniffed, the girl started to","After it fell, the hairpin started to","After it sniffed, the hairpin started to",1,VERB
pen,person,suspected,HIGH,psychological,The person was very,The pen was very,"After it suspected, the person was very","After it fell, the pen was very","After it suspected, the pen was very",2,ADJ
stand,boy,forgot,HIGH,psychological,The boy was very,The stand was very,"After it forgot, the boy was very","After it fell, the stand was very","After it forgot, the stand was very",2,ADJ
buckle,girl,stepped,HIGH,physical,The girl started to,The buckle started to,"After it stepped, the girl started to","After it fell, the buckle started to","After it stepped, the buckle started to",1,VERB
dime,child,nodded,HIGH,physical,The child became very,The dime became very,"After it nodded, the child became very","After it fell, the dime became very","After it nodded, the dime became very",3,ADJ
bucket,person,shuddered,HIGH-MID,physical,The person was very,The bucket was very,"After it shuddered, the person was very","After it fell, the bucket was very","After it shuddered, the bucket was very",2,ADJ
thread,girl,screamed,HIGH-MID,physical,The girl became very,The thread became very,"After it screamed, the girl became very","After it fell, the thread became very","After it screamed, the thread became very",3,ADJ
pencil,boy,shrugged,HIGH,physical,The boy became very,The pencil became very,"After it shrugged, the boy became very","After it fell, the pencil became very","After it shrugged, the pencil became very",3,ADJ
harp,person,grunted,HIGH,physical,The person started to,The harp started to,"After it grunted, the person started to","After it fell, the harp started to","After it grunted, the harp started to",1,VERB
blossom,woman,answered,HIGH,psychological,The woman became very,The blossom became very,"After it answered, the woman became very","After it fell, the blossom became very","After it answered, the blossom became very",3,ADJ
suit,woman,dozed,HIGH,physical,The woman started to,The suit started to,"After it dozed, the woman started to","After it fell, the suit started to","After it dozed, the suit started to",1,VERB
sock,man,yelled,HIGH,physical,The man became very,The sock became very,"After it yelled, the man became very","After it fell, the sock became very","After it yelled, the sock became very",3,ADJ
ticket,boy,staggered,HIGH-MID,physical,The boy became very,The ticket became very,"After it staggered, the boy became very","After it fell, the ticket became very","After it staggered, the ticket became very",3,ADJ
phone,girl,pled,HIGH,psychological,The girl started to,The phone started to,"After it pled, the girl started to","After it fell, the phone started to","After it pled, the phone started to",1,VERB
button,woman,rushed,HIGH-MID,psychological,The woman became very,The button became very,"After it rushed, the woman became very","After it fell, the button became very","After it rushed, the button became very",3,ADJ
prune,child,stumbled,HIGH,physical,The child was very,The prune was very,"After it stumbled, the child was very","After it fell, the prune was very","After it stumbled, the prune was very",2,ADJ
dictionary,woman,mumbled,HIGH,physical,The woman became very,The dictionary became very,"After it mumbled, the woman became very","After it fell, the dictionary became very","After it mumbled, the dictionary became very",3,ADJ
dress,boy,paid,HIGH-MID,psychological,The boy began to,The dress began to,"After it paid, the boy began to","After it fell, the dress began to","After it paid, the dress began to",0,VERB
purse,girl,paced,HIGH,physical,The girl started to,The purse started to,"After it paced, the girl started to","After it fell, the purse started to","After it paced, the purse started to",1,VERB
goblet,woman,retired,HIGH,psychological,The woman was very,The goblet was very,"After it retired, the woman was very","After it fell, the goblet was very","After it retired, the goblet was very",2,ADJ
stone,woman,whispered,HIGH,physical,The woman began to,The stone began to,"After it whispered, the woman began to","After it fell, the stone began to","After it whispered, the stone began to",0,VERB
lamp,man,stared,HIGH,physical,The man began to,The lamp began to,"After it stared, the man began to","After it fell, the lamp began to","After it stared, the lamp began to",0,VERB
nail,child,shuddered,HIGH-MID,physical,The child started to,The nail started to,"After it shuddered, the child started to","After it fell, the nail started to","After it shuddered, the nail started to",1,VERB
tie,child,cheated,HIGH,psychological,The child was very,The tie was very,"After it cheated, the child was very","After it fell, the tie was very","After it cheated, the tie was very",2,ADJ
engine,man,drowned,HIGH-MID,physical,The man was very,The engine was very,"After it drowned, the man was very","After it fell, the engine was very","After it drowned, the engine was very",2,ADJ
telephone,woman,drank,HIGH,physical,The woman began to,The telephone began to,"After it drank, the woman began to","After it fell, the telephone began to","After it drank, the telephone began to",0,VERB
moccasin,girl,pursued,HIGH-MID,psychological,The girl began to,The moccasin began to,"After it pursued, the girl began to","After it fell, the moccasin began to","After it pursued, the moccasin began to",0,VERB
bow,boy,stammered,HIGH,physical,The boy began to,The bow began to,"After it stammered, the boy began to","After it fell, the bow began to","After it stammered, the bow began to",0,VERB
canoe,man,painted,HIGH-MID,physical,The man began to,The canoe began to,"After it painted, the man began to","After it fell, the canoe began to","After it painted, the canoe began to",0,VERB
scissors,person,blinked,HIGH,physical,The person started to,The scissors started to,"After it blinked, the person started to","After it fell, the scissors started to","After it blinked, the scissors started to",1,VERB
bench,woman,fought,HIGH-MID,psychological,The woman was very,The bench was very,"After it fought, the woman was very","After it fell, the bench was very","After it fought, the bench was very",2,ADJ
wig,girl,whispered,HIGH,physical,The girl began to,The wig began to,"After it whispered, the girl began to","After it fell, the wig began to","After it whispered, the wig began to",0,VERB
ball,child,bowed,HIGH-MID,physical,The child started to,The ball started to,"After it bowed, the child started to","After it fell, the ball started to","After it bowed, the ball started to",1,VERB
fruit,woman,died,HIGH,physical,The woman started to,The fruit started to,"After it died, the woman started to","After it fell, the fruit started to","After it died, the fruit started to",1,VERB
arrow,person,complained,HIGH,psychological,The person was very,The arrow was very,"After it complained, the person was very","After it fell, the arrow was very","After it complained, the arrow was very",2,ADJ
boot,man,struggled,HIGH-MID,psychological,The man began to,The boot began to,"After it struggled, the man began to","After it fell, the boot began to","After it struggled, the boot began to",0,VERB
scroll,girl,bowed,HIGH-MID,physical,The girl started to,The scroll started to,"After it bowed, the girl started to","After it fell, the scroll started to","After it bowed, the scroll started to",1,VERB
nail,child,remembered,HIGH,psychological,The child started to,The nail started to,"After it remembered, the child started to","After it fell, the nail started to","After it remembered, the nail started to",1,VERB
sandal,woman,shrieked,HIGH-MID,physical,The woman became very,The sandal became very,"After it shrieked, the woman became very","After it fell, the sandal became very","After it shrieked, the sandal became very",3,ADJ
broom,person,married,HIGH,psychological,The person was very,The broom was very,"After it married, the person was very","After it fell, the broom was very","After it married, the broom was very",2,ADJ
gun,girl,shrieked,HIGH-MID,physical,The girl started to,The gun started to,"After it shrieked, the girl started to","After it fell, the gun started to","After it shrieked, the gun started to",1,VERB
pot,girl,yelled,HIGH,physical,The girl began to,The pot began to,"After it yelled, the girl began to","After it fell, the pot began to","After it yelled, the pot began to",0,VERB
bell,person,grimaced,HIGH,physical,The person began to,The bell began to,"After it grimaced, the person began to","After it fell, the bell began to","After it grimaced, the bell began to",0,VERB
stage,person,hurried,HIGH,psychological,The person was very,The stage was very,"After it hurried, the person was very","After it fell, the stage was very","After it hurried, the stage was very",2,ADJ
brush,woman,packed,HIGH-MID,physical,The woman started to,The brush started to,"After it packed, the woman started to","After it fell, the brush started to","After it packed, the brush started to",1,VERB
keg,boy,shuddered,HIGH-MID,physical,The boy began to,The keg began to,"After it shuddered, the boy began to","After it fell, the keg began to","After it shuddered, the keg began to",0,VERB
yacht,man,disagreed,HIGH-MID,psychological,The man became very,The yacht became very,"After it disagreed, the man became very","After it fell, the yacht became very","After it disagreed, the yacht became very",3,ADJ
paper,girl,recovered,HIGH-MID,physical,The girl started to,The paper started to,"After it recovered, the girl started to","After it fell, the paper started to","After it recovered, the paper started to",1,VERB
fiddle,boy,searched,HIGH-MID,psychological,The boy started to,The fiddle started to,"After it searched, the boy started to","After it fell, the fiddle started to","After it searched, the fiddle started to",1,VERB
steak,woman,retired,HIGH,psychological,The woman started to,The steak started to,"After it retired, the woman started to","After it fell, the steak started to","After it retired, the steak started to",1,VERB
ball,man,stared,HIGH,physical,The man was very,The ball was very,"After it stared, the man was very","After it fell, the ball was very","After it stared, the ball was very",2,ADJ
cart,man,shrugged,HIGH,physical,The man began to,The cart began to,"After it shrugged, the man began to","After it fell, the cart began to","After it shrugged, the cart began to",0,VERB
trombone,person,worried,HIGH-MID,psychological,The person was very,The trombone was very,"After it worried, the person was very","After it fell, the trombone was very","After it worried, the trombone was very",2,ADJ
boot,woman,replied,HIGH,psychological,The woman began to,The boot began to,"After it replied, the woman began to","After it fell, the boot began to","After it replied, the boot began to",0,VERB
coin,child,gazed,HIGH,physical,The child began to,The coin began to,"After it gazed, the child began to","After it fell, the coin began to","After it gazed, the coin began to",0,VERB
piano,girl,hastened,HIGH-MID,psychological,The girl started to,The piano started to,"After it hastened, the girl started to","After it fell, the piano started to","After it hastened, the piano started to",1,VERB
pie,boy,volunteered,HIGH,psychological,The boy became very,The pie became very,"After it volunteered, the boy became very","After it fell, the pie became very","After it volunteered, the pie became very",3,ADJ
machine,woman,sneered,HIGH,psychological,The woman started to,The machine started to,"After it sneered, the woman started to","After it fell, the machine started to","After it sneered, the machine started to",1,VERB
keg,woman,ducked,HIGH,physical,The woman became very,The keg became very,"After it ducked, the woman became very","After it fell, the keg became very","After it ducked, the keg became very",3,ADJ
bagpipe,man,blinked,HIGH,physical,The man was very,The bagpipe was very,"After it blinked, the man was very","After it fell, the bagpipe was very","After it blinked, the bagpipe was very",2,ADJ
canoe,man,limped,HIGH-MID,physical,The man became very,The canoe became very,"After it limped, the man became very","After it fell, the canoe became very","After it limped, the canoe became very",3,ADJ
oven,man,drank,HIGH,physical,The man began to,The oven began to,"After it drank, the man began to","After it fell, the oven began to","After it drank, the oven began to",0,VERB
bra,woman,swallowed,HIGH,physical,The woman began to,The bra began to,"After it swallowed, the woman began to","After it fell, the bra began to","After it swallowed, the bra began to",0,VERB
oven,woman,emigrated,HIGH,psychological,The woman started to,The oven started to,"After it emigrated, the woman started to","After it fell, the oven started to","After it emigrated, the oven started to",1,VERB
harp,woman,answered,HIGH,psychological,The woman was very,The harp was very,"After it answered, the woman was very","After it fell, the harp was very","After it answered, the harp was very",2,ADJ
umbrella,woman,fainted,HIGH,physical,The woman began to,The umbrella began to,"After it fainted, the woman began to","After it fell, the umbrella began to","After it fainted, the umbrella began to",0,VERB
penny,woman,shuddered,HIGH-MID,physical,The woman was very,The penny was very,"After it shuddered, the woman was very","After it fell, the penny was very","After it shuddered, the penny was very",2,ADJ
quilt,girl,mourned,HIGH-MID,psychological,The girl was very,The quilt was very,"After it mourned, the girl was very","After it fell, the quilt was very","After it mourned, the quilt was very",2,ADJ
arrow,man,hesitated,HIGH,psychological,The man became very,The arrow became very,"After it hesitated, the man became very","After it fell, the arrow became very","After it hesitated, the arrow became very",3,ADJ
paper,man,drowned,HIGH-MID,physical,The man started to,The paper started to,"After it drowned, the man started to","After it fell, the paper started to","After it drowned, the paper started to",1,VERB
cart,boy,argued,HIGH-MID,psychological,The boy was very,The cart was very,"After it argued, the boy was very","After it fell, the cart was very","After it argued, the cart was very",2,ADJ
collar,woman,begged,HIGH,psychological,The woman began to,The collar began to,"After it begged, the woman began to","After it fell, the collar began to","After it begged, the collar began to",0,VERB
bomb,woman,snored,HIGH,physical,The woman started to,The bomb started to,"After it snored, the woman started to","After it fell, the bomb started to","After it snored, the bomb started to",1,VERB
bandage,woman,ate,HIGH,physical,The woman was very,The bandage was very,"After it ate, the woman was very","After it fell, the bandage was very","After it ate, the bandage was very",2,ADJ
ball,woman,complained,HIGH,psychological,The woman began to,The ball began to,"After it complained, the woman began to","After it fell, the ball began to","After it complained, the ball began to",0,VERB
medallion,man,gestured,HIGH,physical,The man became very,The medallion became very,"After it gestured, the man became very","After it fell, the medallion became very","After it gestured, the medallion became very",3,ADJ
car,person,disagreed,HIGH-MID,psychological,The person was very,The car was very,"After it disagreed, the person was very","After it fell, the car was very","After it disagreed, the car was very",2,ADJ
tub,woman,hissed,HIGH-MID,physical,The woman started to,The tub started to,"After it hissed, the woman started to","After it fell, the tub started to","After it hissed, the tub started to",1,VERB
lamp,boy,grunted,HIGH,physical,The boy became very,The lamp became very,"After it grunted, the boy became very","After it fell, the lamp became very","After it grunted, the lamp became very",3,ADJ
sandal,man,understood,HIGH,psychological,The man became very,The sandal became very,"After it understood, the man became very","After it fell, the sandal became very","After it understood, the sandal became very",3,ADJ
mattress,person,inhaled,HIGH,physical,The person started to,The mattress started to,"After it inhaled, the person started to","After it fell, the mattress started to","After it inhaled, the mattress started to",1,VERB
flask,girl,retorted,HIGH,psychological,The girl began to,The flask began to,"After it retorted, the girl began to","After it fell, the flask began to","After it retorted, the flask began to",0,VERB
sandal,man,drank,HIGH,physical,The man began to,The sandal began to,"After it drank, the man began to","After it fell, the sandal began to","After it drank, the sandal began to",0,VERB
oven,child,wandered,HIGH-MID,physical,The child was very,The oven was very,"After it wandered, the child was very","After it fell, the oven was very","After it wandered, the oven was very",2,ADJ
boot,girl,leaned,HIGH,physical,The girl became very,The boot became very,"After it leaned, the girl became very","After it fell, the boot became very","After it leaned, the boot became very",3,ADJ
picture,child,trained,HIGH-MID,psychological,The child was very,The picture was very,"After it trained, the child was very","After it fell, the picture was very","After it trained, the picture was very",2,ADJ
dart,girl,nodded,HIGH,physical,The girl became very,The dart became very,"After it nodded, the girl became very","After it fell, the dart became very","After it nodded, the dart became very",3,ADJ
nightgown,child,screamed,HIGH-MID,physical,The child became very,The nightgown became very,"After it screamed, the child became very","After it fell, the nightgown became very","After it screamed, the nightgown became very",3,ADJ
appliance,man,dined,HIGH,physical,The man started to,The appliance started to,"After it dined, the man started to","After it fell, the appliance started to","After it dined, the appliance started to",1,VERB
door,person,cried,HIGH,psychological,The person was very,The door was very,"After it cried, the person was very","After it fell, the door was very","After it cried, the door was very",2,ADJ
whistle,woman,shrieked,HIGH-MID,physical,The woman was very,The whistle was very,"After it shrieked, the woman was very","After it fell, the whistle was very","After it shrieked, the whistle was very",2,ADJ
tank,boy,muttered,HIGH,physical,The boy became very,The tank became very,"After it muttered, the boy became very","After it fell, the tank became very","After it muttered, the tank became very",3,ADJ
broom,man,lamented,HIGH,psychological,The man started to,The broom started to,"After it lamented, the man started to","After it fell, the broom started to","After it lamented, the broom started to",1,VERB
bracelet,boy,flinched,HIGH,physical,The boy was very,The bracelet was very,"After it flinched, the boy was very","After it fell, the bracelet was very","After it flinched, the bracelet was very",2,ADJ
tank,child,commented,HIGH-MID,psychological,The child was very,The tank was very,"After it commented, the child was very","After it fell, the tank was very","After it commented, the tank was very",2,ADJ
dish,man,leaned,HIGH,physical,The man started to,The dish started to,"After it leaned, the man started to","After it fell, the dish started to","After it leaned, the dish started to",1,VERB
collage,woman,wept,HIGH,physical,The woman began to,The collage began to,"After it wept, the woman began to","After it fell, the collage began to","After it wept, the collage began to",0,VERB
harp,child,coughed,HIGH,physical,The child started to,The harp started to,"After it coughed, the child started to","After it fell, the harp started to","After it coughed, the harp started to",1,VERB
ion,girl,grinned,HIGH,physical,The girl began to,The ion began to,"After it grinned, the girl began to","After it fell, the ion began to","After it grinned, the ion began to",0,VERB
helmet,man,searched,HIGH-MID,psychological,The man began to,The helmet began to,"After it searched, the man began to","After it fell, the helmet began to","After it searched, the helmet began to",0,VERB
bucket,person,voted,MID,psychological,The person was very,The bucket was very,"After it voted, the person was very","After it fell, the bucket was very","After it voted, the bucket was very",2,ADJ
casket,child,walked,HIGH,physical,The child was very,The casket was very,"After it walked, the child was very","After it fell, the casket was very","After it walked, the casket was very",2,ADJ
ion,child,barked,MID,physical,The child began to,The ion began to,"After it barked, the child began to","After it fell, the ion began to","After it barked, the ion began to",0,VERB
needle,girl,understood,HIGH,psychological,The girl was very,The needle was very,"After it understood, the girl was very","After it fell, the needle was very","After it understood, the needle was very",2,ADJ
casket,man,swam,MID,physical,The man was very,The casket was very,"After it swam, the man was very","After it fell, the casket was very","After it swam, the casket was very",2,ADJ
bag,woman,graduated,HIGH-MID,psychological,The woman started to,The bag started to,"After it graduated, the woman started to","After it fell, the bag started to","After it graduated, the bag started to",1,VERB
bin,woman,inhaled,HIGH,physical,The woman started to,The bin started to,"After it inhaled, the woman started to","After it fell, the bin started to","After it inhaled, the bin started to",1,VERB
goblet,person,stumbled,HIGH,physical,The person was very,The goblet was very,"After it stumbled, the person was very","After it fell, the goblet was very","After it stumbled, the goblet was very",2,ADJ
football,girl,whispered,HIGH,physical,The girl started to,The football started to,"After it whispered, the girl started to","After it fell, the football started to","After it whispered, the football started to",1,VERB
rifle,woman,shouted,HIGH,physical,The woman started to,The rifle started to,"After it shouted, the woman started to","After it fell, the rifle started to","After it shouted, the rifle started to",1,VERB
screen,girl,sighed,HIGH,physical,The girl was very,The screen was very,"After it sighed, the girl was very","After it fell, the screen was very","After it sighed, the screen was very",2,ADJ
mattress,girl,spoke,HIGH,psychological,The girl was very,The mattress was very,"After it spoke, the girl was very","After it fell, the mattress was very","After it spoke, the mattress was very",2,ADJ
purse,woman,guessed,HIGH,psychological,The woman was very,The purse was very,"After it guessed, the woman was very","After it fell, the purse was very","After it guessed, the purse was very",2,ADJ
sandal,boy,talked,HIGH,psychological,The boy became very,The sandal became very,"After it talked, the boy became very","After it fell, the sandal became very","After it talked, the sandal became very",3,ADJ
bin,girl,disagreed,HIGH-MID,psychological,The girl began to,The bin began to,"After it disagreed, the girl began to","After it fell, the bin began to","After it disagreed, the bin began to",0,VERB
bullet,boy,begged,HIGH,psychological,The boy started to,The bullet started to,"After it begged, the boy started to","After it fell, the bullet started to","After it begged, the bullet started to",1,VERB
pencil,boy,winked,HIGH-MID,physical,The boy began to,The pencil began to,"After it winked, the boy began to","After it fell, the pencil began to","After it winked, the pencil began to",0,VERB
typewriter,man,spit,HIGH,physical,The man started to,The typewriter started to,"After it spit, the man started to","After it fell, the typewriter started to","After it spit, the typewriter started to",1,VERB
camera,woman,listened,HIGH,physical,The woman became very,The camera became very,"After it listened, the woman became very","After it fell, the camera became very","After it listened, the camera became very",3,ADJ
amplifier,child,grieved,HIGH,psychological,The child started to,The amplifier started to,"After it grieved, the child started to","After it fell, the amplifier started to","After it grieved, the amplifier started to",1,VERB
book,person,fumbled,HIGH,physical,The person became very,The book became very,"After it fumbled, the person became very","After it fell, the book became very","After it fumbled, the book became very",3,ADJ
canoe,man,giggled,HIGH,physical,The man began to,The canoe began to,"After it giggled, the man began to","After it fell, the canoe began to","After it giggled, the canoe began to",0,VERB
bucket,person,mumbled,HIGH,physical,The person became very,The bucket became very,"After it mumbled, the person became very","After it fell, the bucket became very","After it mumbled, the bucket became very",3,ADJ
pants,person,forgot,HIGH,psychological,The person was very,The pants was very,"After it forgot, the person was very","After it fell, the pants was very","After it forgot, the pants was very",2,ADJ
umbrella,man,preached,HIGH,psychological,The man started to,The umbrella started to,"After it preached, the man started to","After it fell, the umbrella started to","After it preached, the umbrella started to",1,VERB
camera,woman,winced,HIGH,physical,The woman was very,The camera was very,"After it winced, the woman was very","After it fell, the camera was very","After it winced, the camera was very",2,ADJ
automobile,boy,knelt,HIGH,physical,The boy began to,The automobile began to,"After it knelt, the boy began to","After it fell, the automobile began to","After it knelt, the automobile began to",0,VERB
truck,boy,slept,HIGH,physical,The boy was very,The truck was very,"After it slept, the boy was very","After it fell, the truck was very","After it slept, the truck was very",2,ADJ
spoon,person,rambled,HIGH-MID,physical,The person became very,The spoon became very,"After it rambled, the person became very","After it fell, the spoon became very","After it rambled, the spoon became very",3,ADJ
microscope,man,muttered,HIGH,physical,The man started to,The microscope started to,"After it muttered, the man started to","After it fell, the microscope started to","After it muttered, the microscope started to",1,VERB
bin,woman,panicked,HIGH,psychological,The woman became very,The bin became very,"After it panicked, the woman became very","After it fell, the bin became very","After it panicked, the bin became very",3,ADJ
meteorite,boy,cried,HIGH,psychological,The boy began to,The meteorite began to,"After it cried, the boy began to","After it fell, the meteorite began to","After it cried, the meteorite began to",0,VERB
helmet,boy,winced,HIGH,physical,The boy was very,The helmet was very,"After it winced, the boy was very","After it fell, the helmet was very","After it winced, the helmet was very",2,ADJ
key,woman,learnt,HIGH,psychological,The woman became very,The key became very,"After it learnt, the woman became very","After it fell, the key became very","After it learnt, the key became very",3,ADJ
map,man,objected,HIGH-MID,psychological,The man started to,The map started to,"After it objected, the man started to","After it fell, the map started to","After it objected, the map started to",1,VERB
truck,boy,fled,HIGH-MID,physical,The boy began to,The truck began to,"After it fled, the boy began to","After it fell, the truck began to","After it fled, the truck began to",0,VERB
lamp,person,panted,HIGH,physical,The person became very,The lamp became very,"After it panted, the person became very","After it fell, the lamp became very","After it panted, the lamp became very",3,ADJ
stone,man,drawled,HIGH,physical,The man was very,The stone was very,"After it drawled, the man was very","After it fell, the stone was very","After it drawled, the stone was very",2,ADJ
van,boy,struggled,HIGH-MID,psychological,The boy became very,The van became very,"After it struggled, the boy became very","After it fell, the van became very","After it struggled, the van became very",3,ADJ
cane,girl,barked,MID,physical,The girl started to,The cane started to,"After it barked, the girl started to","After it fell, the cane started to","After it barked, the cane started to",1,VERB
tape,woman,remembered,HIGH,psychological,The woman was very,The tape was very,"After it remembered, the woman was very","After it fell, the tape was very","After it remembered, the tape was very",2,ADJ
helmet,boy,giggled,HIGH,physical,The boy began to,The helmet began to,"After it giggled, the boy began to","After it fell, the helmet began to","After it giggled, the helmet began to",0,VERB
napkin,girl,dozed,HIGH,physical,The girl started to,The napkin started to,"After it dozed, the girl started to","After it fell, the napkin started to","After it dozed, the napkin started to",1,VERB
scroll,boy,hastened,HIGH-MID,psychological,The boy became very,The scroll became very,"After it hastened, the boy became very","After it fell, the scroll became very","After it hastened, the scroll became very",3,ADJ
sword,person,sneered,HIGH,psychological,The person started to,The sword started to,"After it sneered, the person started to","After it fell, the sword started to","After it sneered, the sword started to",1,VERB
nickel,child,yelled,HIGH,physical,The child began to,The nickel began to,"After it yelled, the child began to","After it fell, the nickel began to","After it yelled, the nickel began to",0,VERB
gun,boy,gulped,HIGH,physical,The boy was very,The gun was very,"After it gulped, the boy was very","After it fell, the gun was very","After it gulped, the gun was very",2,ADJ
blossom,boy,swore,HIGH,psychological,The boy was very,The blossom was very,"After it swore, the boy was very","After it fell, the blossom was very","After it swore, the blossom was very",2,ADJ
vase,boy,died,HIGH,physical,The boy began to,The vase began to,"After it died, the boy began to","After it fell, the vase began to","After it died, the vase began to",0,VERB
trombone,man,saluted,HIGH,psychological,The man was very,The trombone was very,"After it saluted, the man was very","After it fell, the trombone was very","After it saluted, the trombone was very",2,ADJ
bullet,girl,sobbed,HIGH,physical,The girl was very,The bullet was very,"After it sobbed, the girl was very","After it fell, the bullet was very","After it sobbed, the bullet was very",2,ADJ
sock,woman,drawled,HIGH,physical,The woman began to,The sock began to,"After it drawled, the woman began to","After it fell, the sock began to","After it drawled, the sock began to",0,VERB
well,boy,nodded,HIGH,physical,The boy became very,The well became very,"After it nodded, the boy became very","After it fell, the well became very","After it nodded, the well became very",3,ADJ
electron,woman,replied,HIGH,psychological,The woman started to,The electron started to,"After it replied, the woman started to","After it fell, the electron started to","After it replied, the electron started to",1,VERB
universe,girl,guessed,HIGH,psychological,The girl started to,The universe started to,"After it guessed, the girl started to","After it fell, the universe started to","After it guessed, the universe started to",1,VERB
